fecha,pais,id_campaña,canal,gasto,mes
2025-01-14,argentina,social_argentina,directo,2631.69,2025-01
2025-01-15,mexico,organic_mexico,directo,1167.14,2025-01
2025-01-15,mexico,paid_search_mexico,directo,2823.15,2025-01
2025-01-15,mexico,social_mexico,directo,1084.78,2025-01
2025-01-15,colombia,organic_colombia,directo,667.39,2025-01
2025-01-15,colombia,paid_search_colombia,directo,1128.85,2025-01
2025-01-15,colombia,social_colombia,directo,1679.7,2025-01
2025-01-15,argentina,organic_argentina,directo,747.9,2025-01
2025-01-15,argentina,paid_search_argentina,directo,1540.62,2025-01
2025-01-15,argentina,social_argentina,directo,1384.05,2025-01
2025-01-16,mexico,organic_mexico,directo,2585.86,2025-01
2025-01-16,mexico,paid_search_mexico,directo,1456.54,2025-01
2025-01-16,mexico,social_mexico,directo,1240.29,2025-01
2025-01-16,colombia,organic_colombia,directo,675.53,2025-01
2025-01-16,colombia,paid_search_colombia,directo,2648.43,2025-01
2025-01-16,colombia,social_colombia,directo,2774.72,2025-01
2025-01-16,argentina,organic_argentina,directo,1877.06,2025-01
2025-01-16,argentina,paid_search_argentina,directo,1547.25,2025-01
2025-01-16,argentina,social_argentina,directo,1516.37,2025-01
2025-01-17,mexico,organic_mexico,directo,2051.66,2025-01
2025-01-17,mexico,paid_search_mexico,directo,2085.11,2025-01
2025-01-17,mexico,social_mexico,directo,538.06,2025-01
2025-01-17,colombia,organic_colombia,directo,1865.64,2025-01
2025-01-17,colombia,paid_search_colombia,directo,1563.39,2025-01
2025-01-17,colombia,social_colombia,directo,1676.54,2025-01
2025-01-17,argentina,organic_argentina,directo,1288.03,2025-01
2025-01-17,argentina,paid_search_argentina,directo,2395.4,2025-01
2025-01-17,argentina,social_argentina,directo,2998.3,2025-01
2025-01-18,mexico,organic_mexico,directo,2406.04,2025-01
2025-01-18,mexico,paid_search_mexico,directo,1528.64,2025-01
2025-01-18,mexico,social_mexico,directo,573.56,2025-01
2025-01-18,colombia,organic_colombia,directo,2465.84,2025-01
2025-01-18,colombia,paid_search_colombia,directo,516.71,2025-01
2025-01-18,colombia,social_colombia,directo,2177.01,2025-01
2025-01-18,argentina,organic_argentina,directo,2078.19,2025-01
2025-01-18,argentina,paid_search_argentina,directo,1847.66,2025-01
2025-01-18,argentina,social_argentina,directo,1781.79,2025-01
2025-01-19,mexico,organic_mexico,directo,1694.42,2025-01
2025-01-19,mexico,paid_search_mexico,directo,1673.86,2025-01
2025-01-19,mexico,social_mexico,directo,1019.59,2025-01
2025-01-19,colombia,organic_colombia,directo,1997.42,2025-01
2025-01-19,colombia,paid_search_colombia,directo,2775.67,2025-01
2025-01-19,colombia,social_colombia,directo,524.35,2025-01
2025-01-19,argentina,organic_argentina,directo,2955.37,2025-01
2025-01-19,argentina,paid_search_argentina,directo,808.1,2025-01
2025-01-19,argentina,social_argentina,directo,2916.82,2025-01
2025-01-20,mexico,organic_mexico,directo,547.62,2025-01
2025-01-20,mexico,paid_search_mexico,directo,1829.4,2025-01
2025-01-20,mexico,social_mexico,directo,1623.59,2025-01
2025-01-20,colombia,organic_colombia,directo,2560.31,2025-01
2025-01-20,colombia,paid_search_colombia,directo,2147.63,2025-01
2025-01-20,colombia,social_colombia,directo,1741.74,2025-01
2025-01-20,argentina,organic_argentina,directo,1400.26,2025-01
2025-01-20,argentina,paid_search_argentina,directo,1460.45,2025-01
2025-01-20,argentina,social_argentina,directo,1624.49,2025-01
2025-01-21,mexico,organic_mexico,directo,2317.14,2025-01
2025-01-21,mexico,paid_search_mexico,directo,1879.56,2025-01
2025-01-21,mexico,social_mexico,directo,2676.76,2025-01
2025-01-21,colombia,organic_colombia,directo,824.07,2025-01
2025-01-21,colombia,paid_search_colombia,directo,1245.46,2025-01
2025-01-21,colombia,social_colombia,directo,1819.7,2025-01
2025-01-21,argentina,organic_argentina,directo,807.86,2025-01
2025-01-21,argentina,paid_search_argentina,directo,2913.81,2025-01
2025-01-21,argentina,social_argentina,directo,1474.39,2025-01
2025-01-22,mexico,organic_mexico,directo,2244.54,2025-01
2025-01-22,mexico,paid_search_mexico,directo,2421.21,2025-01
2025-01-22,mexico,social_mexico,directo,2286.56,2025-01
2025-01-22,colombia,organic_colombia,directo,2289.19,2025-01
2025-01-22,colombia,paid_search_colombia,directo,1719.74,2025-01
2025-01-22,colombia,social_colombia,directo,772.46,2025-01
2025-01-22,argentina,organic_argentina,directo,1562.61,2025-01
2025-01-22,argentina,paid_search_argentina,directo,644.34,2025-01
2025-01-22,argentina,social_argentina,directo,2544.66,2025-01
2025-01-23,mexico,organic_mexico,directo,2977.84,2025-01
2025-01-23,mexico,paid_search_mexico,paid_search,2763.14,2025-01
2025-01-23,mexico,social_mexico,social,2787.05,2025-01
2025-01-23,colombia,organic_colombia,organic,2438.53,2025-01
2025-01-23,colombia,paid_search_colombia,paid_search,2834.32,2025-01
2025-01-23,colombia,social_colombia,social,1741.55,2025-01
2025-01-23,argentina,organic_argentina,organic,1318.27,2025-01
2025-01-23,argentina,paid_search_argentina,paid_search,2025.48,2025-01
2025-01-23,argentina,social_argentina,social,2264.63,2025-01
2025-01-24,mexico,organic_mexico,organic,1072.29,2025-01
2025-01-24,mexico,paid_search_mexico,paid_search,1903.1,2025-01
2025-01-24,mexico,social_mexico,social,1866.07,2025-01
2025-01-24,colombia,organic_colombia,organic,1017.68,2025-01
2025-01-24,colombia,paid_search_colombia,paid_search,2690.33,2025-01
2025-01-24,colombia,social_colombia,social,979.16,2025-01
2025-01-24,argentina,organic_argentina,organic,2844.43,2025-01
2025-01-24,argentina,paid_search_argentina,paid_search,723.81,2025-01
2025-01-24,argentina,social_argentina,social,840.07,2025-01
2025-01-25,mexico,organic_mexico,organic,635.56,2025-01
2025-01-25,mexico,paid_search_mexico,paid_search,723.6,2025-01
2025-01-25,mexico,social_mexico,social,2488.53,2025-01
2025-01-25,colombia,organic_colombia,organic,2182.07,2025-01
2025-01-25,colombia,paid_search_colombia,paid_search,1469.03,2025-01
2025-01-25,colombia,social_colombia,social,2561.18,2025-01
2025-01-25,argentina,organic_argentina,organic,706.53,2025-01
2025-01-25,argentina,paid_search_argentina,paid_search,1341.83,2025-01
2025-01-25,argentina,social_argentina,social,1963.42,2025-01
2025-01-26,mexico,organic_mexico,organic,1961.97,2025-01
2025-01-26,mexico,paid_search_mexico,paid_search,2910.94,2025-01
2025-01-26,mexico,social_mexico,social,677.09,2025-01
2025-01-26,colombia,organic_colombia,organic,2648.86,2025-01
2025-01-26,colombia,paid_search_colombia,paid_search,1384.99,2025-01
2025-01-26,colombia,social_colombia,social,1546.59,2025-01
2025-01-26,argentina,organic_argentina,organic,790.43,2025-01
2025-01-26,argentina,paid_search_argentina,paid_search,714.67,2025-01
2025-01-26,argentina,social_argentina,social,1917.29,2025-01
2025-01-27,mexico,organic_mexico,organic,2383.62,2025-01
2025-01-27,mexico,paid_search_mexico,paid_search,1658.58,2025-01
2025-01-27,mexico,social_mexico,social,2188.09,2025-01
2025-01-27,colombia,organic_colombia,organic,2796.75,2025-01
2025-01-27,colombia,paid_search_colombia,paid_search,1670.47,2025-01
2025-01-27,colombia,social_colombia,social,2609.79,2025-01
2025-01-27,argentina,organic_argentina,organic,2638.37,2025-01
2025-01-27,argentina,paid_search_argentina,paid_search,1057.81,2025-01
2025-01-27,argentina,social_argentina,social,1314.09,2025-01
2025-01-28,mexico,organic_mexico,organic,1632.92,2025-01
2025-01-28,mexico,paid_search_mexico,paid_search,2647.79,2025-01
2025-01-28,mexico,social_mexico,social,1866.41,2025-01
2025-01-28,colombia,organic_colombia,organic,2267.3,2025-01
2025-01-28,colombia,paid_search_colombia,paid_search,1815.67,2025-01
2025-01-28,colombia,social_colombia,social,2860.02,2025-01
2025-01-28,argentina,organic_argentina,organic,2076.26,2025-01
2025-01-28,argentina,paid_search_argentina,paid_search,2752.23,2025-01
2025-01-28,argentina,social_argentina,social,2401.3,2025-01
2025-01-29,mexico,organic_mexico,organic,1725.01,2025-01
2025-01-29,mexico,paid_search_mexico,paid_search,691.54,2025-01
2025-01-29,mexico,social_mexico,social,2005.1,2025-01
2025-01-29,colombia,organic_colombia,organic,631.74,2025-01
2025-01-29,colombia,paid_search_colombia,paid_search,2133.11,2025-01
2025-01-29,colombia,social_colombia,social,1980.84,2025-01
2025-01-29,argentina,organic_argentina,organic,653.88,2025-01
2025-01-29,argentina,paid_search_argentina,paid_search,2534.82,2025-01
2025-01-29,argentina,social_argentina,social,1400.08,2025-01
2025-01-30,mexico,organic_mexico,organic,1765.35,2025-01
2025-01-30,mexico,paid_search_mexico,paid_search,1074.75,2025-01
2025-01-30,mexico,social_mexico,social,2735.72,2025-01
2025-01-30,colombia,organic_colombia,organic,1448.99,2025-01
2025-01-30,colombia,paid_search_colombia,paid_search,2969.52,2025-01
2025-01-30,colombia,social_colombia,social,639.94,2025-01
2025-01-30,argentina,organic_argentina,organic,2800.95,2025-01
2025-01-30,argentina,paid_search_argentina,paid_search,1586.83,2025-01
2025-01-30,argentina,social_argentina,social,952.75,2025-01
2025-01-31,mexico,organic_mexico,organic,2058.61,2025-01
2025-01-31,mexico,paid_search_mexico,paid_search,2068.31,2025-01
2025-01-31,mexico,social_mexico,social,2023.55,2025-01
2025-01-31,colombia,organic_colombia,organic,2477.19,2025-01
2025-01-31,colombia,paid_search_colombia,paid_search,2596.02,2025-01
2025-01-31,colombia,social_colombia,social,549.75,2025-01
2025-01-31,argentina,organic_argentina,organic,1154.39,2025-01
2025-01-31,argentina,paid_search_argentina,paid_search,2531.97,2025-01
2025-01-31,argentina,social_argentina,social,2312.87,2025-01
2025-02-01,mexico,organic_mexico,organic,2969.66,2025-02
2025-02-01,mexico,paid_search_mexico,paid_search,928.49,2025-02
2025-02-01,mexico,social_mexico,social,1511.83,2025-02
2025-02-01,colombia,organic_colombia,organic,1829.3,2025-02
2025-02-01,colombia,paid_search_colombia,paid_search,1079.44,2025-02
2025-02-01,colombia,social_colombia,social,2318.11,2025-02
2025-02-01,argentina,organic_argentina,organic,1400.74,2025-02
2025-02-01,argentina,paid_search_argentina,paid_search,756.3,2025-02
2025-02-01,argentina,social_argentina,social,1098.72,2025-02
2025-02-02,mexico,organic_mexico,organic,1684.6,2025-02
2025-02-02,mexico,paid_search_mexico,paid_search,1879.2,2025-02
2025-02-02,mexico,social_mexico,social,776.24,2025-02
2025-02-02,colombia,organic_colombia,organic,1068.9,2025-02
2025-02-02,colombia,paid_search_colombia,paid_search,1451.38,2025-02
2025-02-02,colombia,social_colombia,social,2918.29,2025-02
2025-02-02,argentina,organic_argentina,organic,589.29,2025-02
2025-02-02,argentina,paid_search_argentina,paid_search,1993.48,2025-02
2025-02-02,argentina,social_argentina,social,2023.65,2025-02
2025-02-03,mexico,organic_mexico,organic,1817.79,2025-02
2025-02-03,mexico,paid_search_mexico,paid_search,2717.61,2025-02
2025-02-03,mexico,social_mexico,social,1180.55,2025-02
2025-02-03,colombia,organic_colombia,organic,980.11,2025-02
2025-02-03,colombia,paid_search_colombia,paid_search,2296.49,2025-02
2025-02-03,colombia,social_colombia,social,1075.63,2025-02
2025-02-03,argentina,organic_argentina,organic,2303.33,2025-02
2025-02-03,argentina,paid_search_argentina,paid_search,2738.63,2025-02
2025-02-03,argentina,social_argentina,social,2289.75,2025-02
2025-02-04,mexico,organic_mexico,organic,2910.33,2025-02
2025-02-04,mexico,paid_search_mexico,paid_search,2316.15,2025-02
2025-02-04,mexico,social_mexico,social,2799.33,2025-02
2025-02-04,colombia,organic_colombia,organic,624.1,2025-02
2025-02-04,colombia,paid_search_colombia,paid_search,2179.55,2025-02
2025-02-04,colombia,social_colombia,social,2062.64,2025-02
2025-02-04,argentina,organic_argentina,organic,541.15,2025-02
2025-02-04,argentina,paid_search_argentina,paid_search,1460.28,2025-02
2025-02-04,argentina,social_argentina,social,2079.35,2025-02
2025-02-05,mexico,organic_mexico,organic,1174.93,2025-02
2025-02-05,mexico,paid_search_mexico,paid_search,1361.32,2025-02
2025-02-05,mexico,social_mexico,social,1783.67,2025-02
2025-02-05,colombia,organic_colombia,organic,1535.18,2025-02
2025-02-05,colombia,paid_search_colombia,paid_search,1889.29,2025-02
2025-02-05,colombia,social_colombia,social,1873.36,2025-02
2025-02-05,argentina,organic_argentina,organic,512.58,2025-02
2025-02-05,argentina,paid_search_argentina,paid_search,873.01,2025-02
2025-02-05,argentina,social_argentina,social,2013.74,2025-02
2025-02-06,mexico,organic_mexico,organic,2981.65,2025-02
2025-02-06,mexico,paid_search_mexico,paid_search,1668.75,2025-02
2025-02-06,mexico,social_mexico,social,2857.64,2025-02
2025-02-06,colombia,organic_colombia,organic,2523.37,2025-02
2025-02-06,colombia,paid_search_colombia,paid_search,2117.79,2025-02
2025-02-06,colombia,social_colombia,social,1320.64,2025-02
2025-02-06,argentina,organic_argentina,organic,1071.84,2025-02
2025-02-06,argentina,paid_search_argentina,paid_search,1877.89,2025-02
2025-02-06,argentina,social_argentina,social,1893.3,2025-02
2025-02-07,mexico,organic_mexico,organic,814.8,2025-02
2025-02-07,mexico,paid_search_mexico,paid_search,1352.89,2025-02
2025-02-07,mexico,social_mexico,social,2624.95,2025-02
2025-02-07,colombia,organic_colombia,organic,580.64,2025-02
2025-02-07,colombia,paid_search_colombia,paid_search,743.45,2025-02
2025-02-07,colombia,social_colombia,social,1398.64,2025-02
2025-02-07,argentina,organic_argentina,organic,2816.37,2025-02
2025-02-07,argentina,paid_search_argentina,paid_search,1172.4,2025-02
2025-02-07,argentina,social_argentina,social,662.43,2025-02
2025-02-08,mexico,organic_mexico,organic,2607.08,2025-02
2025-02-08,mexico,paid_search_mexico,paid_search,2913.29,2025-02
2025-02-08,mexico,social_mexico,social,1913.79,2025-02
2025-02-08,colombia,organic_colombia,organic,2144.04,2025-02
2025-02-08,colombia,paid_search_colombia,paid_search,2450.33,2025-02
2025-02-08,colombia,social_colombia,social,1692.63,2025-02
2025-02-08,argentina,organic_argentina,organic,547.93,2025-02
2025-02-08,argentina,paid_search_argentina,paid_search,834.31,2025-02
2025-02-08,argentina,social_argentina,social,1935.15,2025-02
2025-02-09,mexico,organic_mexico,organic,2516.05,2025-02
2025-02-09,mexico,paid_search_mexico,paid_search,902.47,2025-02
2025-02-09,mexico,social_mexico,social,2634.84,2025-02
2025-02-09,colombia,organic_colombia,organic,2640.56,2025-02
2025-02-09,colombia,paid_search_colombia,paid_search,2410.17,2025-02
2025-02-09,colombia,social_colombia,social,1907.35,2025-02
2025-02-09,argentina,organic_argentina,organic,2230.2,2025-02
2025-02-09,argentina,paid_search_argentina,paid_search,2673.5,2025-02
2025-02-09,argentina,social_argentina,social,2184.79,2025-02
2025-02-10,mexico,organic_mexico,organic,1115.63,2025-02
2025-02-10,mexico,paid_search_mexico,paid_search,2079.6,2025-02
2025-02-10,mexico,social_mexico,social,1144.98,2025-02
2025-02-10,colombia,organic_colombia,organic,915.59,2025-02
2025-02-10,colombia,paid_search_colombia,paid_search,859.55,2025-02
2025-02-10,colombia,social_colombia,social,2126.64,2025-02
2025-02-10,argentina,organic_argentina,organic,2941.11,2025-02
2025-02-10,argentina,paid_search_argentina,paid_search,1345.46,2025-02
2025-02-10,argentina,social_argentina,social,1172.61,2025-02
2025-02-11,mexico,organic_mexico,organic,1766.27,2025-02
2025-02-11,mexico,paid_search_mexico,paid_search,2947.25,2025-02
2025-02-11,mexico,social_mexico,social,1592.89,2025-02
2025-02-11,colombia,organic_colombia,organic,2639.41,2025-02
2025-02-11,colombia,paid_search_colombia,paid_search,618.44,2025-02
2025-02-11,colombia,social_colombia,social,710.21,2025-02
2025-02-11,argentina,organic_argentina,organic,502.2,2025-02
2025-02-11,argentina,paid_search_argentina,paid_search,2362.95,2025-02
2025-02-11,argentina,social_argentina,social,2051.72,2025-02
2025-02-12,mexico,organic_mexico,organic,2620.43,2025-02
2025-02-12,mexico,paid_search_mexico,paid_search,2051.25,2025-02
2025-02-12,mexico,social_mexico,social,1340.74,2025-02
2025-02-12,colombia,organic_colombia,organic,619.11,2025-02
2025-02-12,colombia,paid_search_colombia,paid_search,1879.01,2025-02
2025-02-12,colombia,social_colombia,social,1273.91,2025-02
2025-02-12,argentina,organic_argentina,organic,710.09,2025-02
2025-02-12,argentina,paid_search_argentina,paid_search,2800.0,2025-02
2025-02-12,argentina,social_argentina,social,2499.63,2025-02
2025-02-13,mexico,organic_mexico,organic,1098.11,2025-02
2025-02-13,mexico,paid_search_mexico,paid_search,2044.97,2025-02
2025-02-13,mexico,social_mexico,social,1917.53,2025-02
2025-02-13,colombia,organic_colombia,organic,2857.99,2025-02
2025-02-13,colombia,paid_search_colombia,paid_search,2181.19,2025-02
2025-02-13,colombia,social_colombia,social,2729.66,2025-02
2025-02-13,argentina,organic_argentina,organic,2321.47,2025-02
2025-02-13,argentina,paid_search_argentina,paid_search,2240.14,2025-02
2025-02-13,argentina,social_argentina,social,2740.7,2025-02
2025-02-14,mexico,organic_mexico,organic,1126.83,2025-02
2025-02-14,mexico,paid_search_mexico,paid_search,1340.47,2025-02
2025-02-14,mexico,social_mexico,social,2572.5,2025-02
2025-02-14,colombia,organic_colombia,organic,2867.96,2025-02
2025-02-14,colombia,paid_search_colombia,paid_search,1764.55,2025-02
2025-02-14,colombia,social_colombia,social,2040.07,2025-02
2025-02-14,argentina,organic_argentina,organic,1673.23,2025-02
2025-02-14,argentina,paid_search_argentina,paid_search,1583.19,2025-02
2025-02-14,argentina,social_argentina,social,1557.65,2025-02
2025-02-15,mexico,organic_mexico,organic,1914.51,2025-02
2025-02-15,mexico,paid_search_mexico,paid_search,2897.76,2025-02
2025-02-15,mexico,social_mexico,social,1371.24,2025-02
2025-02-15,colombia,organic_colombia,organic,2117.51,2025-02
2025-02-15,colombia,paid_search_colombia,paid_search,758.91,2025-02
2025-02-15,colombia,social_colombia,social,729.79,2025-02
2025-02-15,argentina,organic_argentina,organic,2602.04,2025-02
2025-02-15,argentina,paid_search_argentina,paid_search,1053.58,2025-02
2025-02-15,argentina,social_argentina,social,2365.0,2025-02
2025-02-16,mexico,organic_mexico,organic,1692.32,2025-02
2025-02-16,mexico,paid_search_mexico,paid_search,1076.3,2025-02
2025-02-16,mexico,social_mexico,social,769.42,2025-02
2025-02-16,colombia,organic_colombia,organic,912.29,2025-02
2025-02-16,colombia,paid_search_colombia,paid_search,1888.79,2025-02
2025-02-16,colombia,social_colombia,social,1464.1,2025-02
2025-02-16,argentina,organic_argentina,organic,1760.75,2025-02
2025-02-16,argentina,paid_search_argentina,paid_search,539.68,2025-02
2025-02-16,argentina,social_argentina,social,1779.02,2025-02
2025-02-17,mexico,organic_mexico,organic,1233.12,2025-02
2025-02-17,mexico,paid_search_mexico,paid_search,2907.02,2025-02
2025-02-17,mexico,social_mexico,social,2796.09,2025-02
2025-02-17,colombia,organic_colombia,organic,2754.84,2025-02
2025-02-17,colombia,paid_search_colombia,paid_search,1605.88,2025-02
2025-02-17,colombia,social_colombia,social,1966.1,2025-02
2025-02-17,argentina,organic_argentina,organic,2335.15,2025-02
2025-02-17,argentina,paid_search_argentina,paid_search,2890.61,2025-02
2025-02-17,argentina,social_argentina,social,656.87,2025-02
2025-02-18,mexico,organic_mexico,organic,1839.38,2025-02
2025-02-18,mexico,paid_search_mexico,paid_search,2750.91,2025-02
2025-02-18,mexico,social_mexico,social,870.61,2025-02
2025-02-18,colombia,organic_colombia,organic,520.99,2025-02
2025-02-18,colombia,paid_search_colombia,paid_search,1339.59,2025-02
2025-02-18,colombia,social_colombia,social,1972.5,2025-02
2025-02-18,argentina,organic_argentina,organic,818.69,2025-02
2025-02-18,argentina,paid_search_argentina,paid_search,2726.68,2025-02
2025-02-18,argentina,social_argentina,social,1983.84,2025-02
2025-02-19,mexico,organic_mexico,organic,2988.32,2025-02
2025-02-19,mexico,paid_search_mexico,paid_search,2627.93,2025-02
2025-02-19,mexico,social_mexico,social,1960.35,2025-02
